cmt,exp,time,z,VWCLAYER,TLAYER
black_spruce,burn_1990,1991-01-01,0.4,0.37919194312881127,-1.4525481007880465
black_spruce,burn_1990,1992-01-01,0.4,0.32470961884730626,0.833843208507379
black_spruce,burn_1990,1993-01-01,0.4,0.3073870223176475,1.9874623276296444
black_spruce,burn_1990,1994-01-01,0.4,0.2994932477333033,1.6346060074706261
black_spruce,burn_1990,1995-01-01,0.4,0.30356252770366365,0.6990378982456852
black_spruce,burn_1990,1996-01-01,0.4,0.31319179902392996,0.011178605111350659
black_spruce,burn_1990,1997-01-01,0.4,0.31875790989147024,0.5756400300237497
black_spruce,burn_1990,1998-01-01,0.4,0.3327986592379931,-0.41924737708863336
black_spruce,burn_1990,1999-01-01,0.4,0.3297050680611509,-3.6618511227020254
black_spruce,burn_1990,2000-01-01,0.4,0.335406982885674,-3.1996505757625457
black_spruce,burn_1990,2001-01-01,0.4,0.3427450077520302,-1.6089403435631104
black_spruce,burn_1990,2002-01-01,0.4,0.3379642775547895,-0.09166419585473065
black_spruce,burn_1990,2003-01-01,0.4,0.339965223638101,-2.0427971353268286
black_spruce,burn_1990,2004-01-01,0.4,0.3371543581826148,0.5288905283748428
black_spruce,burn_1990,2005-01-01,0.4,0.31631521207444635,1.6253372514811615
black_spruce,burn_1990,2006-01-01,0.4,0.304039265893922,0.0561586977712442
black_spruce,burn_1990,2007-01-01,0.4,0.30762712446024515,-1.2609008407941478
black_spruce,burn_1990,2008-01-01,0.4,0.3274327793269366,0.3773888181681434
black_spruce,burn_1990,2009-01-01,0.4,0.3270026178941464,0.5191891972449475
black_spruce,burn_1990,2010-01-01,0.4,0.3244662448347087,0.498973135515291
black_spruce,burn_1990,2011-01-01,0.4,0.3268001714517737,-0.22610005062577462
black_spruce,burn_1990,2012-01-01,0.4,0.32741640298087893,-2.423600238036628
black_spruce,burn_1990,2013-01-01,0.4,0.3323420826421264,-2.0096831919551628
black_spruce,burn_1990,2014-01-01,0.4,0.3353101008392366,0.6402003474426726
black_spruce,burn_1990,2015-01-01,0.4,0.320762197749889,0.7573457839776259
black_spruce,burn_1990,2016-01-01,0.4,0.3164750212454203,-0.2537356172856937
black_spruce,burn_1990,2017-01-01,0.4,0.3207728091977577,-1.445371827828048
black_spruce,burn_1990,2018-01-01,0.4,0.32291257277598867,0.4124144626050984
black_spruce,burn_1990,2019-01-01,0.4,0.3204983149480358,0.7512992986857276
black_spruce,burn_1990,2020-01-01,0.4,0.3210298773151423,0.3402388764680228
black_spruce,burn_1990,2021-01-01,0.4,0.3173654727943038,-1.4843243304185312
black_spruce,burn_1990,2022-01-01,0.4,0.3290381441832409,0.35034734735375395
black_spruce,burn_1990,2022-01-01,0.4,0.3290381441832409,0.3499919496563901
black_spruce,burn_1990,2022-01-01,0.4,0.3290381441832409,0.3503307464167502
black_spruce,burn_1990,2022-01-01,0.4,0.3290381441832409,0.34997651836821886
black_spruce,burn_1990,2022-01-01,0.4,0.329060308412564,0.35034734735375395
