time,year,month,air_temperature_celsius,precipitation_mm,shortwave_radiation_wm2,vapor_pressure_pa,vpd_pa
1966-07-01,1966,7,14.001413127940223,28.206673199573373,233.144298088411,901.1354034227852,697.5092165039382
1966-08-01,1966,8,11.858440284318815,37.09790360045062,179.05092219235365,789.312293055384,600.1271114316181
1966-09-01,1966,9,6.48144957224531,13.698969099873892,105.55970380015432,650.4359256941835,316.25645914398956
1966-10-01,1966,10,-6.262840467883677,12.459682719622831,45.81466681194419,270.04314399465824,112.41026470709096
1966-11-01,1966,11,-15.387117025587258,54.66130756309795,9.569152777777775,143.76041194027212,40.675590166847314
1966-12-01,1966,12,-22.535840077554013,5.465213470209562,1.350731780167264,73.90274244301978,25.841438881065258
1967-01-01,1967,1,-21.875118616575804,11.599303471353297,5.775197132616487,79.83871450432511,25.917112114318584
1967-02-01,1967,2,-19.40843511308941,9.433367018420569,33.039268353174606,94.09498589607728,37.07398775603568
1967-03-01,1967,3,-12.781327126615793,51.20901112583809,95.80585292237348,164.54241035102888,63.97916478232921
1967-04-01,1967,4,-2.600748591952822,47.56368014702872,161.79686033950617,369.4131431488245,134.98773232370655
1967-05-01,1967,5,3.2881104335990017,46.49714731733923,232.16375448028677,510.2208669030195,263.14870522061057
1967-06-01,1967,6,12.958157687717062,64.40777130442754,255.77119135802468,932.4323821765788,561.1477316953151
1967-07-01,1967,7,12.803693061746571,136.87961884721744,187.3158945639188,1062.9009168491204,415.6502115263461
1967-08-01,1967,8,12.002660718528205,215.4828804800104,145.146361260454,1070.2070314378552,332.5156837398124
1967-09-01,1967,9,5.658445188734277,18.424194464216725,112.20318860918208,648.8049369388543,264.3785469042024
1967-10-01,1967,10,-6.049632689773375,14.351702455407178,47.60796741827414,275.38207900587275,113.37724280602367
1967-11-01,1967,11,-13.029536247253418,42.39079437030568,10.09459336419753,178.92882213057354,45.0227558360036
1967-12-01,1967,12,-18.37498116441949,48.88251683221512,1.1759587813620072,113.56214343974963,29.785020220097437
1968-01-01,1968,1,-21.389746852587592,41.26787670315935,5.198094384707288,85.8436563041177,24.532825787947374
1968-02-01,1968,2,-18.083218002319317,10.65275568585733,33.17648866538953,106.13885838635,40.8244533186994
1968-03-01,1968,3,-9.4988096011582,2.081516638813952,108.81063783998272,221.29390336757527,75.97622497189795
1968-04-01,1968,4,-4.14925356970889,20.98659506464884,186.2212484567901,315.2217263332843,133.94905545744126
1968-05-01,1968,5,3.61656380520077,47.27030692534839,244.94135827359617,544.8384670733183,246.70077834827111
1968-06-01,1968,6,11.925817489624023,94.73341827865411,235.8379459876543,997.342479649367,398.28883386097084
1968-07-01,1968,7,16.36092707726266,40.33940373104628,253.1638082437276,1062.9086519374307,797.5876616137598
1968-08-01,1968,8,13.414502572500624,59.3127542430345,175.21331466547193,1023.5692644541036,515.1982141024614
1968-09-01,1968,9,3.794094912211108,24.581548203254755,112.0644497492284,543.0690163679977,258.44702506281465
1968-10-01,1968,10,-7.900383910312428,10.010271939300708,48.86334189821742,265.5700422078013,71.39849123747257
1968-11-01,1968,11,-15.540010134379031,12.42725383601595,10.46179475308642,137.53421232352838,44.56843484966794
1968-12-01,1968,12,-22.3769458155478,36.69444409464262,1.342160991636798,72.07384077524502,29.087414729202507
1969-01-01,1969,1,-26.16442993328133,15.490575792433958,5.71084229390681,51.73666823032553,20.11993574396319
1969-02-01,1969,2,-18.916356218428803,3.405691384291032,34.01544146825397,96.88561157617042,39.96161804982262
1969-03-01,1969,3,-13.016028426795856,13.78097184116811,99.92055518803204,160.08895045027495,64.10922166649169
1969-04-01,1969,4,-1.511938264634864,4.114494276734604,198.31707793209875,369.0808447468422,177.67411753911972
1969-05-01,1969,5,6.437947209676111,41.54143875067717,242.06852673237756,532.5893247925212,431.2070458614428
1969-06-01,1969,6,16.83640196058485,17.537371238390165,279.5349729938272,824.6906040861755,1092.8997362461769
1969-07-01,1969,7,13.232187894595596,107.7864107041968,205.0758288530466,1034.9577851592403,485.61494743911976
1969-08-01,1969,8,6.809108250115514,107.3479481822055,159.4634109916368,691.6945773065777,297.0579796653783
1969-09-01,1969,9,6.428533130221922,22.00739619822656,113.81609466628086,675.5648501307048,287.6058188719404
1969-10-01,1969,10,0.51511552051835,19.94064133270612,46.55790389668272,420.5551290465179,213.50443727101845
1969-11-01,1969,11,-16.655289798312708,15.247649246834529,11.124182098765433,122.4897286661771,43.37341639332284
1969-12-01,1969,12,-12.118797806770544,8.201953630155856,1.3121072281959378,183.11106242235783,58.0182153137344
1970-01-01,1970,1,-23.509378773679003,8.288978610917042,6.552864396654719,63.36210796160529,28.08101663945193
1970-02-01,1970,2,-13.409918258303662,17.785679243885966,30.570472883597883,159.7998841955971,57.30599135526617
1970-03-01,1970,3,-9.219773745793134,13.189698749158651,97.43855867966955,226.64470477283663,77.24042901504788
1970-04-01,1970,4,-4.255039299858936,22.614743616220068,169.5978364197531,297.96211708386795,147.63918122566986
1970-05-01,1970,5,6.741828352405207,38.79186878407381,235.10325119474317,590.9015666002545,393.2854228955375
1970-06-01,1970,6,11.032920053270177,96.4614184969328,245.53068827160493,824.130720241108,491.3798955524418
1970-07-01,1970,7,13.701390961677816,82.43193480930344,213.2588888888889,1063.5324052444114,504.2531229161366
1970-08-01,1970,8,10.770344773159252,93.70464917632404,146.85199895459976,947.391785097804,345.3402667918466
1970-09-01,1970,9,1.3277654012044309,48.05303974277919,97.37047077395592,477.61078943989816,194.77121420315285
1970-10-01,1970,10,-10.365399424235022,49.342954910972736,46.30794196597137,222.6582580080589,54.87623643707542
1970-11-01,1970,11,-12.566547669304724,61.5984007902739,10.413989197530864,191.0290355427713,41.51385263829255
1970-12-01,1970,12,-21.859138070383352,70.03330199364655,1.3548596176821983,79.2391592111127,26.665999487598896
1971-01-01,1971,1,-29.932524334487084,10.04888444530394,6.49663082437276,33.717481583346085,16.782930086231737
1971-02-01,1971,2,-20.39135898408432,19.43043147082335,31.44167576058201,90.4993002978466,29.953665048095104
1971-03-01,1971,3,-19.62147617545176,7.333939371548581,109.83277932617116,84.9852680907181,43.791369210977805
1971-04-01,1971,4,-6.558025741577126,19.40693869950749,184.26112422839503,250.3342516300416,123.53848273305209
1971-05-01,1971,5,3.358339789605907,29.71158002526764,239.41292936081243,511.0141358585304,266.2092010370917
1971-06-01,1971,6,14.638820372687462,30.711298672976284,287.42741975308644,818.7051624696095,847.2748384508994
1971-07-01,1971,7,13.897069488033196,72.16765076817566,209.9426336618877,980.5253830825478,607.3269612674272
1971-08-01,1971,8,10.870146995462392,132.8822143376307,140.76636574074075,975.4090870185375,325.93969370016043
1971-09-01,1971,9,4.142439587910985,72.29660462036236,89.58585845419802,646.1024593600529,175.3126168032136
