date,RECO_black_spruce_modeled,GPP_black_spruce_modeled,NEE_black_spruce_modeled,RECO_birch_modeled,GPP_birch_modeled,NEE_birch_modeled,GPP_observed_RF,RECO_observed_RF,NEE_observed_RF,GPP_observed_oneflux,RECO_observed_oneflux,NEE_observed_oneflux,tair,nirr,precip
2023-12-01,2.1809972306709824,0.0,2.1809972306709824,1.0606638662750356,0.0,1.0606638662750356,-0.096884289681732,3.568337360118,3.6652283627508,3.470626964659193,2.9376848629188,-0.1764817637103543,-19.524046,2.020934,32.716
2024-01-01,0.8947687408285674,0.0,0.8947687408285674,0.4368629678514182,0.0,0.4368629678514182,-0.685159481555208,2.672101220296601,3.35726063425746,1.624685215344327,0.98447308538354,-0.6613367306600962,-23.149298,3.943928,23.798
2024-02-01,2.8055851132094176,0.0,2.8055851132094176,1.2873396305074607,0.0,1.2873396305074607,-0.5827809503671559,7.077301958986158,7.660076309944738,2.282437252651201,4.741262817832335,2.439711865190246,-15.675222,30.119726,9.17
2024-03-01,8.603126986954521,0.0,8.603126986954521,3.888408037494969,0.0,3.888408037494969,1.0361228912600398,9.747907578972,8.7117868815066,7.133305793728428,13.644653334008936,6.43087870780419,-9.317875,86.847046,8.64
2024-04-01,23.46031546919403,4.78312668018043,18.6771887890136,10.63382716565593,4.506641319085247,6.127185846570683,9.31580350971804,16.85857744494,7.542753732768598,20.204517285629134,24.179904906335995,3.9084174291569913,1.25235,164.55392,10.13
2024-05-01,89.3898322514433,112.50925312485197,-23.11942087340867,95.553647402553,87.67350072283534,7.8801466797176545,47.90128783964472,28.88448795666,-19.016797655466,83.9294906292324,59.446096548552,-24.477898657126342,8.396289,201.60123,25.11
2024-06-01,141.91263497922046,174.1443783910654,-32.231743411844946,112.09083349978937,127.02164763637484,-14.930814136585468,69.3111969982134,41.3260194348,-27.985185324275392,103.4009382586104,59.11985865120299,-44.26242826739686,16.816296,253.74696,29.87
2024-07-01,156.58145279758537,187.08462922746548,-30.503176429880114,105.37835946409905,117.48077616761839,-12.102416703519339,62.9520018683292,51.64443999900001,-11.307521964662998,124.89159791616672,107.10153359586,-16.723326393657988,14.567837,172.07446,165.66
2024-08-01,127.16758449374174,148.13469532327144,-20.9671108295297,77.26847642121174,93.7555070729668,-16.48703065175505,61.48497901744439,59.164834176,-2.3201675662859995,141.3689647481058,149.78942260901997,7.372215359365711,11.347719,118.72414,96.55
2024-09-01,96.48012928892422,79.57754505651246,16.902584232411755,50.31769430170425,51.59570727688151,-1.278012975177262,39.3079356523548,57.28304823876,17.975085620112,66.12443166760833,96.50959431318,32.44634187216048,6.556497,79.64403,54.108
2024-10-01,57.235535818537755,0.0,57.235535818537755,22.462128051902937,0.0,22.462128051902937,7.785498311645399,27.32125924674,19.535778676987203,17.199370619093322,39.469673084364,24.54864403329819,-4.514466,37.99488,87.964
2024-11-01,7.6909586036963455,0.0,7.6909586036963455,3.1149425945776557,0.0,3.1149425945776557,-2.88271998264618,8.9662914426888,11.849016931871938,6.5811891493863,10.59297184072458,6.883663517594268,-16.275904,6.83558,29.89
2024-12-01,6.16569773652191,0.0,6.16569773652191,2.3829891109278947,0.0,2.3829891109278947,0.3709292141903929,7.584487398108734,7.213553139785143,6.173677641247721,0.7694655295340312,-1.5472220241960803,-14.193267,1.4073576,17.99
